meter_id,timestamp,current_consumption_kw,daily_import_kwh,daily_export_kwh,voltage_rms_v,power_factor,grid_connection_status
10011,2025-09-12T23:00:00,2.19,85.08,0.0,223.1,0.89,Connected
20012,2025-09-12T23:00:00,0.56,20.0,0.0,228.8,0.92,Connected
20013,2025-09-12T23:00:00,0.59,20.44,0.0,229.7,0.97,Connected
20014,2025-09-12T23:00:00,0.67,20.62,0.0,228.3,0.91,Connected
20015,2025-09-12T23:00:00,0.56,20.66,0.0,228.6,0.91,Connected
20016,2025-09-12T23:00:00,0.59,21.44,0.0,233.3,0.9,Connected
20017,2025-09-12T23:00:00,0.61,20.36,0.0,234.6,0.96,Connected
20018,2025-09-12T23:00:00,0.7,14.16,4.99,239.3,0.89,Connected
20019,2025-09-12T23:00:00,0.61,20.06,0.0,233.7,0.85,Connected
20020,2025-09-12T23:00:00,0.57,13.32,4.76,230.5,0.86,Connected
20021,2025-09-12T23:00:00,0.66,20.68,0.0,227.6,0.95,Connected
20022,2025-09-12T23:00:00,0.56,20.9,0.0,235.3,0.96,Connected
20023,2025-09-12T23:00:00,0.61,20.61,0.0,226.4,0.88,Connected
20024,2025-09-12T23:00:00,0.6,21.14,0.0,228.1,0.96,Connected
20025,2025-09-12T23:00:00,0.64,13.64,5.0,231.4,0.96,Connected
20026,2025-09-12T23:00:00,0.59,20.46,0.0,227.7,0.96,Connected
20027,2025-09-12T23:00:00,0.59,13.97,4.6,229.8,0.86,Connected
20028,2025-09-12T23:00:00,0.55,21.12,0.0,235.1,0.94,Connected
30029,2025-09-12T23:00:00,1.33,27.07,16.28,223.0,0.9,Connected
30030,2025-09-12T23:00:00,1.34,41.37,0.0,231.7,0.87,Connected
30031,2025-09-12T23:00:00,1.12,42.12,0.0,227.6,0.9,Connected
30032,2025-09-12T23:00:00,1.43,42.1,0.0,221.2,0.97,Connected
30033,2025-09-12T23:00:00,1.44,42.07,0.0,224.6,0.9,Connected
30034,2025-09-12T23:00:00,1.37,41.95,0.0,229.8,0.97,Connected
30035,2025-09-12T23:00:00,1.42,25.91,16.29,226.4,0.85,Connected
30036,2025-09-12T23:00:00,1.44,41.2,0.0,230.7,0.89,Connected
30037,2025-09-12T23:00:00,1.42,41.99,0.0,236.7,0.97,Connected
30038,2025-09-12T23:00:00,1.17,41.19,0.0,227.5,0.91,Connected
30039,2025-09-12T23:00:00,1.45,41.9,0.0,229.2,0.87,Connected
30040,2025-09-12T23:00:00,1.4,40.97,0.0,229.6,0.99,Connected
30041,2025-09-12T23:00:00,1.13,27.41,16.67,229.8,0.98,Connected
30042,2025-09-12T23:00:00,1.14,42.0,0.0,222.6,1.0,Connected
40043,2025-09-12T23:00:00,0.71,20.54,0.0,226.1,0.99,Connected
40044,2025-09-12T23:00:00,0.69,13.73,4.83,234.0,0.94,Connected
40045,2025-09-12T23:00:00,0.7,13.97,4.82,224.9,0.99,Connected
40046,2025-09-12T23:00:00,0.72,14.16,5.01,231.3,0.92,Connected
40047,2025-09-12T23:00:00,0.6,19.92,0.0,232.9,0.98,Connected
40048,2025-09-12T23:00:00,0.64,13.35,4.88,228.3,0.93,Connected
40049,2025-09-12T23:00:00,0.61,13.35,5.06,229.8,0.95,Connected
40050,2025-09-12T23:00:00,0.64,21.05,0.0,225.0,0.88,Connected
40051,2025-09-12T23:00:00,0.59,14.3,4.82,232.3,0.86,Connected
40052,2025-09-12T23:00:00,0.71,20.62,0.0,230.0,0.87,Connected
40053,2025-09-12T23:00:00,0.6,20.61,0.0,226.4,0.94,Connected
40054,2025-09-12T23:00:00,0.62,21.06,0.0,227.0,0.98,Connected
40055,2025-09-12T23:00:00,0.61,13.59,4.82,235.8,0.99,Connected
40056,2025-09-12T23:00:00,0.74,19.6,0.0,229.8,0.88,Connected
40057,2025-09-12T23:00:00,0.73,21.13,0.0,228.8,0.86,Connected
40058,2025-09-12T23:00:00,0.72,20.96,0.0,226.0,0.98,Connected
40059,2025-09-12T23:00:00,0.57,13.65,4.67,223.0,0.98,Connected
